"","q01","q02","q03","q05","party_registered","q06","q06a","q06b","q07","q16","q24","q36","q37","q38","q39","q40","q45","q46","q46a","q46b","d1","d1a","d2","d3","d4","d4a","d5","d5a","d6","d7","d8","d9","d9a","d10","d10a","d11","county","language","gender","weight","pres_ticketpref","year"
"1078","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,3,"John McCain and Sarah Palin","not too closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",64,"55 to 64","own",14,"no","Do not have kids","not-employed","not employed, retired","divorced","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$20,000 to under $40,000","Los Angeles    ","English","Male",0.685447881646758,"Other",2008
"1079","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,3,NA,"not too closely","disapprove","approve","disapprove","most of the time","benefit of all of the people","a lot","middle-of-the-road","great deal","always","yes",60,"55 to 64","own",24,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Black or African American","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$100,000 to under $200,000","Los Angeles    ","English","Male",0.685447881646758,"Other",2008
"1080","[VOL] don't know","bad times","[VOL] don't know","yes","Independent",0,0,2,"Barack Obama and Joe Biden","very closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","some","middle-of-the-road","fair amount","part of the time","yes",66,"65 or older","rent",10,"no","Do not have kids","not-employed","not employed, retired","divorced","College graduate","Black or African American","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$40,000 to under $60,000","Los Angeles    ","English","Male",0.698536296566776,"Democratic",2008
"1081","wrong direction","bad times","no","yes","Independent",0,0,4,"[VOL] don't know","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","nearly always","yes",70,"65 or older","own",25,"no","Do not have kids","not-employed","not employed, retired","divorced","Post graduate","Black or African American","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$100,000 to under $200,000","Los Angeles    ","English","Male",0.698536296566776,NA,2008
"1082","[VOL] don't know","bad times","no","yes","Independent",0,0,4,"Barack Obama and Joe Biden","very closely","approve","disapprove","approve","most of the time","benefit of all of the people","a lot","somewhat liberal","none","always","yes",77,"65 or older","own",32,"no","Do not have kids","full-time employed",NA,"married","Some high school or less","[VOL] Other (SPECIFY)","no","no, not a U.S. citizen","Buddhism",NA,"Under $20,000","Los Angeles    ","Spanish","Male",0.698536296566776,NA,2008
"1083","right direction","good times","no","yes","Independent",0,0,3,"John McCain and Sarah Palin","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","always","yes",NA,NA,"own",99,"no","Do not have kids","full-time employed",NA,"married","Post graduate","[VOL] Other (SPECIFY)","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,NA,"Los Angeles    ","English","Male",0.980206034503166,"Other",2008
"1084","[VOL] don't know","good times","yes, moderate recession","yes","Independent",0,0,3,"John McCain and Sarah Palin","fairly closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","only a little","nearly always","yes",28,"25 to 34","rent",2,"yes","Have kids, public schools","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$20,000 to under $40,000","Los Angeles    ","English","Female",1.295399097309,"Other",2008
"1085","[VOL] don't know","[VOL] don't know","yes, moderate recession","yes","Independent",0,0,3,"[VOL] don't know","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","only a little","always","yes",24,"18 to 24","rent",0,"no","Do not have kids","full-time employed",NA,"never married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","yes, would","$20,000 to under $40,000","Los Angeles    ","English","Female",1.295399097309,"Other",2008
"1086","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,2,"[VOL] don't know","very closely","disapprove","disapprove","disapprove","only some of the time","benefit of all of the people","some","somewhat liberal","fair amount","always","yes",18,"18 to 24","rent",2,"yes","Have kids, public schools","not-employed","not employed, student","never married","High school graduate/GED","Hispanic or Latino","yes",NA,"Catholic","yes, would","Under $20,000","Los Angeles    ","English","Female",1.295399097309,"Democratic",2008
"1087","right direction","bad times","yes, moderate recession","yes","Independent",0,0,3,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","approve","only some of the time","a few big interests","a lot","somewhat liberal","none","part of the time","[VOL] don't know",28,"25 to 34","rent",1,"no","Do not have kids","full-time employed",NA,"separated","College graduate","Hispanic or Latino","no","[VOL] refuse","Catholic","no, would not","Under $20,000","Los Angeles    ","Spanish","Female",1.295399097309,"Other",2008
"1088","wrong direction","good times","yes, moderate recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","not too closely","disapprove","disapprove","approve","most of the time","a few big interests","some","middle-of-the-road","only a little","seldom","yes",31,"25 to 34","rent",5,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Hispanic or Latino","yes",NA,"Catholic","no, would not","$60,000 to under $80,000","Los Angeles    ","Spanish","Female",1.295399097309,"Democratic",2008
"1089","wrong direction","good times","yes, serious recession","yes","Independent",0,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","approve","most of the time","benefit of all of the people","a lot","somewhat conservative","only a little","part of the time","yes",30,"25 to 34","rent",2,"yes","Have kids, public schools","full-time employed",NA,"separated","Some high school or less","Caucasian or White And Non-Hispanic","no","no, not a U.S. citizen","Catholic","no, would not","Under $20,000","Los Angeles    ","Spanish","Female",1.295399097309,NA,2008
"1090","wrong direction","good times","yes, mild recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very conservative","fair amount","always","yes",23,"18 to 24","rent",6,"no","Do not have kids","full-time employed",NA,"never married","College graduate","Hispanic or Latino","yes",NA,"Catholic","no, would not","$40,000 to under $60,000","Los Angeles    ","English","Female",1.295399097309,"Democratic",2008
"1091","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,4,"John McCain and Sarah Palin","fairly closely","approve","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",40,"35 to 44","own",5,"yes","Have kids, public schools","part-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","no, would not","$80,000 to under $100,000","Los Angeles    ","English","Female",0.852241570630301,NA,2008
"1092","wrong direction","good times","yes, serious recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very liberal","great deal","part of the time","yes",43,"35 to 44","own",4,"yes","Have kids, public schools","part-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","no","yes, U.S. citizen","no religion (includes: not a believer, not religious, atheis",NA,"$100,000 to under $200,000","Los Angeles    ","English","Female",0.852241570630301,"Democratic",2008
"1093","right direction","bad times","no","yes","Independent",0,0,4,"Barack Obama and Joe Biden","very closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","part of the time","yes",40,"35 to 44","own",10,"yes","Have kids, private schools","part-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","no","yes, U.S. citizen","no religion (includes: not a believer, not religious, atheis",NA,"$200,000 or more","Los Angeles    ","English","Female",0.852241570630301,NA,2008
"1094","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","nearly always","yes",39,"35 to 44","own",5,"no","Do not have kids","full-time employed",NA,"married","Post graduate","Black or African American","yes",NA,NA,NA,"$200,000 or more","Los Angeles    ","English","Female",0.852241570630301,"Democratic",2008
"1095","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","very closely","approve","disapprove","approve","just about always","a few big interests","a lot","middle-of-the-road","great deal","always","yes",43,"35 to 44","rent",5,"yes","Have kids, public schools","full-time employed",NA,"married","High school graduate/GED","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","Los Angeles    ","Spanish","Female",0.852241570630301,"Democratic",2008
"1096","right direction","good times","yes, moderate recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","[VOL] don't know","somewhat conservative","only a little","part of the time","yes",37,"35 to 44","own",3,"yes","Have kids, public schools","full-time employed",NA,"married","High school graduate/GED","Caucasian or White And Non-Hispanic","no","yes, U.S. citizen","Christian; just Christian","yes, would","$100,000 to under $200,000","Los Angeles    ","English","Female",0.852241570630301,"Democratic",2008
"1097","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very liberal","great deal","nearly always","yes",38,"35 to 44","rent",4,"no","Do not have kids","full-time employed",NA,"never married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$60,000 to under $80,000","Los Angeles    ","English","Female",0.852241570630301,"Democratic",2008
